"Year","COUNTYNAME","Sex","c0to4","c5to9","c10to14","c15to19","c20to24","c25to29","c30to34","c35to39","c40to44","c45to49","c50to54","c55to59","c60to64","c65to69","c70to74","c75to79","c80to84","c85","Total_pop"
1979,"臺中","Female",90871,83077,83799,84348,82006,75546,47024,41762,37083,31652,27289,21040,15974,13013,9129,5302,2503,1110,752528
1979,"臺南","Male",84594,74796,83882,95362,93320,75307,44140,40080,39348,40643,39097,29740,20872,17463,10081,5214,2281,739,796959
1979,"臺南","Female",79441,70396,79515,89983,83527,65226,40103,38693,38708,36887,30079,24195,18176,16727,11008,5973,3276,1529,733442
1979,"高雄","Male",129354,125186,124590,122143,111862,105601,71332,62971,53345,54696,58199,41873,25712,18365,9404,4338,1649,585,1121205
1979,"高雄","Female",120510,117540,117224,115621,110305,106676,68715,59079,51554,41973,34730,27983,19420,16575,10090,5586,2758,1187,1027526
1979,"宜蘭縣","Male",24195,22721,26127,28322,26224,19754,11212,11938,12151,11922,11730,8978,6552,5103,2866,1378,399,162,231734
1979,"宜蘭縣","Female",22637,21722,24291,26692,23932,17499,10035,11145,10832,9676,7948,6514,5030,4278,3249,1936,808,408,208632
1979,"新竹","Male",36071,33593,36510,39621,36184,29608,17499,16393,15537,16142,18285,14604,10089,6948,4240,2389,1058,396,335167
1979,"新竹","Female",33180,31738,34406,36933,34290,27053,16198,15747,15119,13345,12237,9481,6937,5430,4156,2700,1390,765,301105
1979,"苗栗縣","Male",29743,27863,31066,35340,33081,24894,14280,13882,14370,14269,13564,9905,7417,5904,3801,2187,1037,402,283005
1979,"苗栗縣","Female",27991,25812,29918,33987,29917,20824,12106,12540,12492,12175,11007,8693,6616,5489,4270,2687,1448,703,258675
1979,"彰化縣","Male",72385,60638,64658,70707,67394,53431,32210,31118,30791,29273,25101,18686,14446,11895,7127,3529,1340,442,595171
1979,"彰化縣","Female",67180,57495,61521,67525,62840,46658,28341,27217,28126,26658,22484,17905,14126,12380,8940,5107,2368,1049,557920
1979,"南投縣","Male",28252,25645,30647,33474,32112,24901,14324,13700,14244,14234,13063,9586,7219,5791,3512,1572,556,182,273014
1979,"南投縣","Female",26535,24749,28992,32116,28679,19832,12319,12413,12942,12121,10589,8366,6462,5522,3969,2106,869,367,248948
1979,"雲林縣","Male",46535,38995,47060,52356,48884,36030,22154,21502,22044,20735,17686,12997,10175,8521,5343,2525,997,361,414900
1979,"雲林縣","Female",43629,36494,45376,49766,42005,27785,17906,19145,20224,19481,16452,13214,10762,9486,6406,3506,1718,768,384123
1979,"嘉義","Male",43434,39225,47674,55895,53106,38407,21448,21037,21909,22813,20823,15884,11372,9175,5409,2670,1165,322,431768
1979,"嘉義","Female",40992,37388,45630,52609,45101,30400,19281,20253,21515,21187,17428,13684,10407,9415,6463,3477,1794,759,397783
1979,"屏東縣","Male",48874,44677,52061,56684,52876,42834,25661,23991,23397,23051,22382,17569,12756,10517,5313,2382,868,306,466199
1979,"屏東縣","Female",45749,42391,49489,53592,46682,34938,21891,21062,21004,19518,16793,14219,10814,9066,5785,3001,1434,684,418112
1979,"臺東縣","Male",14653,15495,17650,18880,16820,11486,7345,6871,6813,7491,9573,7703,5479,4540,2143,949,308,133,154332
1979,"臺東縣","Female",13804,14708,16805,17413,13472,9328,6465,6018,6204,5686,5082,4092,2959,2300,1520,834,393,167,127250
1979,"花蓮縣","Male",18221,18559,20759,22046,20527,15382,9447,8991,8337,9696,12645,10771,7726,5258,2878,1431,534,192,193400
1979,"花蓮縣","Female",17111,17821,19558,20856,17558,12999,8782,8287,7989,7137,6088,4768,3451,2925,2143,1200,576,319,159568
1979,"澎湖縣","Male",5515,5932,7096,7555,6694,4017,2348,2145,2520,3171,3418,2414,1423,1130,737,416,238,97,56866
1979,"澎湖縣","Female",5037,5596,6825,7213,5355,3664,2347,2121,2300,2436,2166,1894,1324,1233,981,703,456,267,51918
1979,"基隆市","Male",17863,18769,19716,21241,20220,16674,9655,9169,8232,8835,10262,8415,5618,4023,1907,953,325,99,181976
1979,"基隆市","Female",16891,17600,18614,19482,18828,16221,9503,8897,8438,7081,6400,5074,3612,2812,1952,1210,529,272,163416
1979,"金門縣","Male",3231,3910,4448,3133,2061,1555,1077,1325,1633,1607,971,913,619,519,329,242,125,87,27785
1979,"金門縣","Female",3015,3584,4346,2182,1656,1886,1234,1175,1141,1200,1121,832,583,731,537,447,244,245,26159
1979,"連江縣","Male",623,739,788,628,585,489,267,213,193,162,204,195,174,131,64,57,13,4,5529
1979,"連江縣","Female",614,661,688,329,310,283,253,149,157,178,156,133,122,100,56,42,31,18,4280
1980,"新北市","Male",147694,129744,119147,114034,109381,123850,91132,64972,54295,49301,54307,43849,29182,19789,10531,5286,2147,745,1169386
1980,"新北市","Female",137884,122707,111908,108463,117358,130485,86537,58769,52056,41143,35315,28494,20280,16216,10600,6342,3119,1695,1089371
1980,"臺北市","Male",112980,112054,117489,113624,110908,115761,87166,62856,56030,53488,64338,56555,38076,25755,13032,6297,2336,915,1149660
1980,"臺北市","Female",102952,103888,109110,109324,115355,126348,93117,66023,58627,46360,40393,33455,23668,18325,11494,6905,3504,1919,1070767
1980,"桃園市","Male",64084,60411,61569,59239,52449,48102,32675,24896,23012,25931,38811,27289,15717,11766,5903,2868,1161,537,556420
1980,"桃園市","Female",60389,57455,58479,56889,53494,51238,34215,25841,23666,18497,15954,12687,9179,6934,5189,3345,1920,1009,496380
1980,"臺中","Male",99629,88709,90019,87961,83331,79196,55374,42244,40233,38702,42755,33025,20750,14403,8224,3930,1615,567,830667
1980,"臺中","Female",94495,84200,84525,84868,83240,79237,53042,40788,38662,32839,28305,22296,16749,13556,9610,5592,2781,1151,775936
1980,"臺南","Male",85978,73924,81952,93227,94187,78064,49447,38319,39365,39868,40358,31240,21748,17747,10668,5718,2439,859,805108
1980,"臺南","Female",80891,69696,77341,87966,84725,68146,44648,36336,38940,37299,31800,25008,18742,16760,11632,6462,3535,1591,741518
1980,"高雄","Male",131250,124051,125117,122593,114035,110686,80494,62003,55054,52603,59481,45493,28246,19679,10334,4833,1803,616,1148371
1980,"高雄","Female",122263,117261,118067,115935,111998,111792,77830,57473,53378,43907,36093,29503,20796,16959,10937,6013,2893,1299,1054397
1980,"宜蘭縣","Male",24393,21929,25764,27829,26451,20510,12302,10987,12323,11541,12011,9323,6825,5222,2988,1529,431,182,232540
1980,"宜蘭縣","Female",22747,20999,24023,26197,24474,18448,11042,10336,11160,9862,8296,6645,5207,4341,3238,2160,826,447,210448
1980,"新竹","Male",36928,32605,35744,39300,36539,30857,19077,15451,15871,15304,18157,15523,10767,7311,4445,2523,1123,438,337963
1980,"新竹","Female",34456,30767,33466,36545,34319,28503,17763,14985,15241,13518,12486,9949,7170,5565,4177,2809,1463,792,303974
1980,"苗栗縣","Male",29959,26944,30338,34430,33438,25640,15461,13042,14451,14007,13864,10328,7681,6087,3953,2335,1111,429,283498
1980,"苗栗縣","Female",28351,24828,29069,33212,30315,21537,13186,11722,12667,12205,11222,9038,6879,5544,4359,2787,1555,771,259247
1980,"彰化縣","Male",73187,60933,63298,69800,67678,55600,36009,29316,31204,29358,25984,19623,14598,12082,7584,3770,1506,503,602033
1980,"彰化縣","Female",68476,57152,60031,66814,63272,48702,31445,25860,28239,27010,23254,18581,14626,12296,9416,5476,2547,1122,564319
1980,"南投縣","Male",28300,25128,29712,32904,32235,25757,15784,13062,14351,14062,13394,10128,7223,5973,3745,1669,629,204,274260
1980,"南投縣","Female",26511,24224,28297,31381,28901,20927,13454,11706,12941,12213,10852,8624,6600,5562,4207,2262,948,375,249985
1980,"雲林縣","Male",46229,37745,45194,51472,48784,36905,23464,20022,22277,20696,18584,13325,10352,8823,5419,2827,1102,402,413622
1980,"雲林縣","Female",43844,35440,43053,49332,41492,29042,18726,17658,20176,19558,17346,13335,10991,9589,6670,3724,1808,870,382654
1980,"嘉義","Male",43228,37712,45641,54370,53231,39727,23514,19337,21878,22243,21622,16490,11727,9228,5775,2906,1195,377,430201
1980,"嘉義","Female",40847,35973,43425,51486,45147,31490,20539,18607,21486,21243,18333,13950,10618,9361,6738,3785,1896,842,395766
1980,"屏東縣","Male",48785,43361,50335,55614,53390,44390,28376,22746,23715,22503,22984,18271,13463,10861,5594,2682,915,321,468306
1980,"屏東縣","Female",46049,40892,47841,52795,47078,36178,24195,20033,21133,19776,17534,14617,11244,9149,6009,3246,1504,691,419964
1980,"臺東縣","Male",14629,14703,17165,19002,17003,12402,8012,6512,6733,6957,9041,8166,5650,4800,2245,1050,369,127,154566
1980,"臺東縣","Female",13556,14024,16333,17384,13436,9742,6834,5693,6121,5798,5099,4144,3052,2351,1610,905,391,179,126652
1980,"花蓮縣","Male",18095,17979,20323,21816,20725,16072,10529,8647,8412,8927,12438,11164,7988,5686,2929,1509,628,189,194056
1980,"花蓮縣","Female",16935,17056,19181,21079,17831,13657,9666,7996,8107,7261,6347,4963,3600,3000,2207,1291,604,341,161122
1980,"澎湖縣","Male",5340,5657,6803,7352,6711,4043,2582,2020,2435,2905,3435,2504,1588,1134,699,454,242,105,56009
1980,"澎湖縣","Female",4870,5297,6487,7095,5397,3579,2542,1993,2208,2469,2146,1892,1453,1167,995,736,442,266,51034
1980,"基隆市","Male",17525,17791,19379,20664,20343,17452,11067,8231,8514,8369,9903,8785,5817,4198,2017,1006,367,105,181533
1980,"基隆市","Female",16595,16838,18270,18954,18739,16763,10706,8106,8672,7145,6465,5319,3779,2873,1985,1275,550,300,163334
1980,"金門縣","Male",3138,3595,4247,3000,2030,1550,1063,1186,1523,1562,979,879,647,478,343,233,116,93,26662
1980,"金門縣","Female",2902,3372,4098,2202,1531,1869,1279,1105,1074,1153,1075,841,576,688,549,406,245,256,25221
1980,"連江縣","Male",530,652,687,674,615,509,296,194,168,144,186,188,139,138,56,49,17,2,5244
1980,"連江縣","Female",529,615,587,306,272,269,233,125,128,146,135,127,114,100,50,34,28,16,3814
1981,"新北市","Male",150903,137066,121580,116750,112012,128349,105173,65284,56749,48120,54582,45978,32087,21824,12176,6081,2278,865,1217857
1981,"新北市","Female",140987,128840,113864,111272,119071,135967,101409,58942,54382,42920,36561,30297,22086,16950,11412,6801,3468,1772,1137001
1981,"臺北市","Male",109295,115150,117968,114766,111048,118254,99120,63130,58152,51231,61932,57694,41023,27651,14041,7087,2665,999,1171206
1981,"臺北市","Female",101118,107606,110744,109429,115907,128022,106828,65510,61242,47853,40885,34458,25398,19211,12231,7446,3810,2079,1099777
1981,"桃園市","Male",65532,62469,62179,60900,54121,51056,38008,25028,24036,23703,38251,29978,17529,12553,6486,3116,1306,549,576800
1981,"桃園市","Female",61752,59367,59164,58766,54691,53672,39810,26079,24820,19449,16622,13451,9747,7333,5364,3565,2083,1086,516821
1981,"臺中","Male",100427,92260,89725,88784,84426,81191,63642,42249,41329,37813,42765,35353,22760,15066,8538,4267,1747,529,852871
1981,"臺中","Female",94747,87923,84594,85539,84513,81697,61352,40721,40122,33555,29197,23066,17630,13728,9913,5982,3000,1146,798425
1981,"臺南","Male",85491,76157,79230,90943,94937,79466,57006,36765,39592,38880,40950,32362,23900,17632,11428,5999,2618,950,814306
1981,"臺南","Female",80272,71880,74626,86139,85614,69406,51250,34639,39036,37445,33136,25459,20133,16326,12643,6647,3713,1690,750054
1981,"高雄","Male",128488,128136,125093,122904,115680,111993,92242,60341,57245,50460,58402,47631,30892,20362,10842,5154,1968,701,1168534
1981,"高雄","Female",119859,120559,118025,116954,113346,112984,89755,56304,55461,44753,37138,30230,22359,16860,11665,6227,3146,1358,1076983
1981,"宜蘭縣","Male",24168,22058,24814,27453,26463,20895,13675,10364,12279,11503,11950,9920,6950,5395,3140,1666,498,172,233363
1981,"宜蘭縣","Female",22667,21043,23198,25909,24666,18924,12507,9707,11250,10008,8532,6915,5470,4316,3341,2283,910,463,212109
1981,"新竹","Male",36876,33004,35072,38953,36759,31326,21624,15024,15944,14909,17568,15653,11618,7543,4488,2659,1262,503,340785
1981,"新竹","Female",34191,30906,32723,35825,34584,28972,20147,14403,15643,13742,12646,10445,7587,5749,4359,3001,1602,835,307360
1981,"苗栗縣","Male",30260,26536,29499,33498,33907,26336,17132,12350,14568,13542,14060,10875,8048,6186,4120,2481,1127,455,284980
1981,"苗栗縣","Female",28569,24740,28073,32413,30608,21964,14748,11064,12995,11945,11517,9204,7242,5667,4435,2989,1656,799,260628
1981,"彰化縣","Male",73763,62620,61566,68890,67742,56504,40458,27876,31302,29417,26953,20352,15592,12153,8087,4056,1603,539,609473
1981,"彰化縣","Female",69059,59017,58689,65813,63361,49728,35301,24669,27926,27265,24023,19150,15404,12172,9808,5781,2801,1172,571139
1981,"南投縣","Male",29067,25392,28603,32300,31801,26095,17393,12439,14439,13581,13735,10708,7563,6013,3855,1856,720,195,275755
1981,"南投縣","Female",27425,24254,27168,30857,28886,21204,14790,11208,13156,12045,11144,8791,6982,5539,4398,2479,1070,387,251783
1981,"雲林縣","Male",45606,37937,42490,51190,48829,36669,25795,19322,22326,20757,19166,13878,10890,8776,5723,3106,1164,435,414059
1981,"雲林縣","Female",43076,35837,40094,49367,41792,29208,20499,16973,20121,19333,18029,13618,11664,9417,7102,4020,1863,896,382909
1981,"嘉義","Male",42667,37582,43032,53174,53403,40254,26549,18186,21881,21647,21963,16919,12889,9129,6176,2998,1300,395,430144
1981,"嘉義","Female",40428,36097,41099,50483,45461,31790,23058,17395,21415,21001,19043,14180,11436,9149,7387,3853,1984,888,396147
1981,"屏東縣","Male",48340,43522,48373,54800,53462,44333,31931,21652,23915,22054,23217,18827,14427,11293,5963,2855,1015,332,470311
1981,"屏東縣","Female",45653,40915,45782,52117,47385,36750,27090,19118,21127,19931,18110,14657,11919,9113,6403,3485,1570,671,421796
1981,"臺東縣","Male",14223,14483,16381,18702,17256,12902,9008,6314,6742,6665,8633,8325,5985,5093,2344,1140,399,134,154729
1981,"臺東縣","Female",13187,13638,15798,17255,13445,9804,7560,5506,6103,5708,5232,4243,3241,2404,1657,949,445,196,126371
1981,"花蓮縣","Male",17841,17962,19773,21512,20849,16664,11781,8406,8589,8521,11821,11530,8447,6028,2974,1698,664,226,195286
1981,"花蓮縣","Female",16867,17053,18757,20406,18237,13901,10612,7870,8179,7343,6441,5283,3702,3052,2205,1347,635,354,162244
1981,"澎湖縣","Male",5097,5509,6397,7340,6704,4125,2752,2034,2282,2701,3414,2599,1724,1156,705,475,254,103,55371
1981,"澎湖縣","Female",4652,5080,6102,6982,5446,3522,2722,2041,2120,2436,2175,1878,1557,1165,979,735,427,284,50303
1981,"基隆市","Male",17516,17845,19165,20241,20463,17968,12697,7577,8567,7915,9612,9086,6209,4314,2184,1051,404,122,182936
1981,"基隆市","Female",16384,16840,18023,18781,18774,16884,12300,7580,8861,7205,6501,5507,3971,2945,2057,1353,631,295,164892
1981,"金門縣","Male",2957,3415,4015,3138,1921,1573,1108,1102,1394,1541,1011,858,697,486,347,242,129,113,26047
1981,"金門縣","Female",2705,3091,3810,2294,1359,1802,1394,1059,1050,1074,1034,855,589,671,502,403,267,242,24201
1981,"連江縣","Male",457,593,602,603,495,449,245,197,164,134,172,176,148,126,67,50,14,3,4695
1981,"連江縣","Female",426,557,530,313,243,285,210,138,100,127,132,126,95,101,53,32,27,9,3504
1982,"新北市","Male",155170,142221,124389,117847,116462,132242,117834,68558,58077,47343,53948,47893,34726,21824,13433,6432,2513,837,1261749
1982,"新北市","Female",145522,134978,117239,112293,123048,140829,113992,62121,56372,44642,36966,31013,23271,16804,11860,7006,3632,1792,1183380
1982,"臺北市","Male",111643,116721,118443,113437,112880,120155,107966,66962,60349,50310,59654,58344,43989,27472,17096,7865,3094,1214,1197594
1982,"臺北市","Female",103771,109152,111347,107982,117109,129034,116733,69433,62693,49721,41933,35778,27487,19874,13503,8064,4188,2245,1130047
1982,"桃園市","Male",67552,63892,63032,61278,56989,52567,42712,26098,24663,22301,36519,32752,19302,12877,7699,3338,1479,571,595621
1982,"桃園市","Female",63665,60341,60075,58609,56884,54932,44453,26821,25676,20579,17173,14044,10430,7688,5507,3722,2204,1152,533955
1982,"臺中","Male",101907,95351,89881,88586,86464,82034,69801,43056,42055,37675,42057,37105,24485,15393,9408,4693,1906,592,872449
1982,"臺中","Female",95566,90478,85085,85132,86742,83575,67788,42045,41196,34846,30067,23884,18617,14133,10407,6363,3188,1315,820427
1982,"臺南","Male",85663,78084,78058,87688,95773,81497,62570,37624,39278,38722,40891,33893,24977,17589,12716,6378,2817,1027,825245
1982,"臺南","Female",80496,73899,73637,83209,86870,71425,55659,35334,38708,38180,33970,26297,20872,16440,13388,7115,3855,1779,761133
1982,"高雄","Male",126829,129409,124850,122327,118223,112979,99827,62322,58802,50222,57065,50045,33369,20860,12430,5571,2180,724,1188034
1982,"高雄","Female",119309,121922,118015,115724,114994,114027,97759,58309,56340,46805,38520,31109,23998,17243,12516,6606,3316,1458,1097970
1982,"宜蘭縣","Male",23907,22148,24118,26746,26894,20843,14753,9894,12134,11618,11711,10285,7367,5331,3468,1752,595,182,233746
1982,"宜蘭縣","Female",22739,20906,22684,25136,25162,19180,13599,9243,11232,10240,8850,7022,5674,4429,3485,2296,1038,444,213359
1982,"新竹","Male",37337,32757,34221,37702,37639,31458,23536,15043,15936,14870,16951,16679,12208,7909,5019,2853,1299,532,343949
1982,"新竹","Female",34023,30792,32571,34715,34997,29263,21878,14473,15604,14001,12845,10814,7924,5968,4350,3006,1673,898,309795
1982,"苗栗縣","Male",30483,26322,28801,32299,34280,26669,18608,12132,14269,13626,14002,11408,8407,6313,4242,2591,1221,508,286181
1982,"苗栗縣","Female",28959,24434,27188,31225,31202,22386,15868,10964,12813,12124,11673,9559,7506,5873,4457,3117,1788,867,262003
1982,"彰化縣","Male",73739,64000,61118,66686,68790,56962,43272,28120,31253,29564,27450,21474,16600,12037,8691,4402,1744,574,616476
1982,"彰化縣","Female",68670,60229,58009,63878,64278,50731,37878,24696,27699,27396,24624,19872,16075,12353,10123,6190,2883,1285,576869
1982,"南投縣","Male",29165,25031,27510,31385,32368,26386,19007,12190,14259,13575,13889,11189,7961,6076,4142,2068,764,214,277179
1982,"南投縣","Female",27194,23690,26359,29721,29553,21664,15959,10995,13004,12332,11506,9076,7269,5632,4593,2696,1167,412,252822
1982,"雲林縣","Male",45033,38121,41181,49031,49802,36729,27388,19132,22039,20817,19451,14792,11202,8925,6162,3340,1274,422,414841
1982,"雲林縣","Female",42502,36114,38882,47273,42730,29370,21581,16718,19685,19516,18290,14305,11798,9501,7500,4306,2016,921,383008
1982,"嘉義","Male",42388,37611,41262,50997,54037,40652,28815,18027,21523,21597,21761,17743,13251,9294,6656,3287,1384,452,430737
1982,"嘉義","Female",39911,36124,39479,48419,46261,32128,24529,17175,21030,21219,19378,14886,11807,9146,7627,4238,2045,939,396341
